Username,Message,Character Count,Retweet Count,Like Count,Total Actions,Type
CompanyJ_275, BAMA CLEMSON Here we go NationalChampionship ,46,929,4236,5165,photo
CompanyJ_276,PICK 6 TO START US OFF NationalChampionship ,44,593,2795,3388,photo
CompanyJ_277,62 yard dime from Tua This is fun NationalChampionship ,55,434,2179,2613,photo
CompanyJ_278,THIS GAME 21 PTS in less than 5 mins NationalChampionship ,58,721,3626,4347,photo
CompanyJ_279,Fan gets removed by police after storming the field via MartySmithESPN ,71,913,4015,4928,video
CompanyJ_280,Ruled just short NationalChampionship ,38,49,581,630,link
CompanyJ_281,The Brow breaks out the Shammgod ,33,2610,12486,15096,video
CompanyJ_282,HARDEN DROPPED HIM ,19,26268,73690,99958,video
CompanyJ_283, Remember Jalen last year Keep throwing picks and that s about to be you NationalChampionship ,94,1853,6566,8419,photo
CompanyJ_284,Dirk s pump fake is timeless ,29,1234,8463,9697,video
CompanyJ_285,Luka meet fans Fans meet Luka ,30,230,2922,3152,video
CompanyJ_286,Jalen Hurts walking into the locker room at the half NationalChampionship ,74,1377,5827,7204,photo
CompanyJ_287,Every team needs a vet like Al Horford ,39,806,6904,7710,video
CompanyJ_288, NationalChampionship ,22,610,3507,4117,photo
CompanyJ_289,Another Luka step back Another victim ,38,2872,13524,16396,video
CompanyJ_290,The real reason Bama s down 21 NationalChampionship ,52,12209,37295,49504,photo
CompanyJ_291,Trevor Lawrence is now 14 23 for 275 passing yards and 2 TDs NationalChampionship ,82,519,3218,3737,photo
CompanyJ_292,Kuz had Luka jumping ,21,1021,5470,6491,video
CompanyJ_293,ROSSED NationalChampionship ,28,3059,11030,14089,photo
CompanyJ_294,Is Bama gonna make a comeback ,30,13482,45711,59193,video
CompanyJ_295,Jalen has checked into the game NationalChampionship ,53,245,2856,3101,photo
CompanyJ_296, Well ,6,904,8717,9621,link
CompanyJ_297,Fox told Vucevic not to jump with him ,38,1930,8039,9969,video
CompanyJ_298,Clemson adds its 2nd title to the Dabo Era NationalChampionship ,64,1629,6686,8315,photo
CompanyJ_299,There s a new dynasty in college football ,42,4698,19268,23966,video
CompanyJ_300,SUNSHINE via ClemsonFB ,23,3436,18977,22413,video
CompanyJ_301,Clemson has Bama s number ,26,992,4987,5979,photo
CompanyJ_302,Didn t play like freshmen tonight ,34,1039,9591,10630,photo
CompanyJ_303,That Natty feeling Enjoy it Clemson fans via LouatTheState ,59,273,1848,2121,video
CompanyJ_304,Champions NationalChampionship ,31,719,5096,5815,photo
CompanyJ_305,20 32 347 passing yards 3 passing touchdowns Trevor Lawrence left Clemson fans starstruck ,90,2013,11573,13586,video
CompanyJ_306,Before last night Alabama s biggest loss under Nick Saban was 14 points Clemson beat them by 28 ,96,660,7029,7689,photo
CompanyJ_307,Career high for Capela He s been EATING ,40,313,2806,3119,photo
CompanyJ_308,Mbappe staying humble ,22,963,8984,9947,photo
CompanyJ_309,Which Harden ankle breaker was better ,38,3170,14340,17510,video
CompanyJ_310,They BOTH have blindfolds on BirdBoxChallenge via alan_anaya15 ,63,366,1925,2291,video
CompanyJ_311,8 years ago today Marshawn Lynch s Beast Quake one of the greatest runs ever via nflthrowback ,94,9297,37267,46564,video
CompanyJ_312,Jason Smith couldn t believe his eyes ,38,2853,21095,23948,video
CompanyJ_313,Are the Cavs stuck with Kevin Love NBA execs discuss his trade value if he has much at all How many teams are really looking for a dinosaur face up 4 man ,154,76,786,862,photo
CompanyJ_314,Trevor wants to fill up the trophy case ,40,274,3117,3391,photo
CompanyJ_315,Beard s so nonchalant with the ankles he snatches now It kinda caught me off guard a little bit how far Jamal Murray fell via KellyIkoNBA ,138,707,4464,5171,video
CompanyJ_316,Jayson Tatum reportedly told Celtics radio announcer Cedric Maxwell I d trade me too for Anthony Davis ,103,793,6196,6989,photo
CompanyJ_317,Arizona Cardinals are hiring USC OC Kliff Kingsbury as their next head coach per PSchrags ,90,2407,8564,10971,photo
CompanyJ_318,In under two months Kliff Kingsbury has been Fired as Texas Tech head coach Nov 26 Hired as USC OC Dec 5 Hired by Arizona Cardinals as head coach Jan 8 ,152,1496,7489,8985,photo
CompanyJ_319,From the sidelines to the gridiron Mimi Britt swapped the pom poms for a football and became the first girl in her school s history to score a TD ,146,489,1943,2432,video
CompanyJ_320,The Tampa Bay Buccaneers are finalizing a deal to make Bruce Arians their new head coach per AdamSchefter ,106,434,2597,3031,photo
CompanyJ_321,Kliff Kingsbury to USC once NFL teams started calling ,54,745,4938,5683,video
CompanyJ_322,7 years ago today Tim Tebow threw for a career high 316 yards 2 TDs and led the Broncos to a 29 23 OT playoff win over Big Ben and the Steelers ,144,3160,15657,18817,photo
CompanyJ_323,Zion is dunking everything ,27,1098,8871,9969,video
CompanyJ_324,Where does Embiid s skill set rank among big men ,49,272,2368,2640,photo
CompanyJ_325,Tonight could be Vince Carter s last trip to Toronto Never forget his 7 years up North 5x All Star 1999 Rookie of the Year Helped the Raptors to their first ever playoff appearance in 2000 Threw down arguably the most memorable jam ever in the 2000 Dunk Contest ,262,1458,6520,7978,photo
CompanyJ_326,The top playoff seeds spent the bye week trying to not freak out GridironHeights playstation ,93,1887,6506,8393,video
CompanyJ_327,Raptors fans give Vince a standing ovation when he checks in and he nails a three ,82,3575,22863,26438,video
CompanyJ_328,Not a bad night for Zion 30 points 10 boards 5 assists 4 steals First Duke freshman in history to record 30 10 5 ,113,2087,10956,13043,photo
CompanyJ_329,RJ Barrett s step back is too smooth via theACCDN ,50,369,1985,2354,video
CompanyJ_330,Sixers rookie Landry Shamet hit 8 threes tonight so Embiid had to check his temperature ,88,1835,11628,13463,video
CompanyJ_331,Boogie plans to make his season debut against the Clippers on Jan 18 ,69,1105,5686,6791,link
CompanyJ_332,360 via CBBonFOX ,17,110,1076,1186,video
CompanyJ_333,JoJo took this kid s seat but he made it up to him via frankmurphy2009 ,71,407,3962,4369,video
CompanyJ_334,Prayers up for Nerlens Noel The Thunder big man caught an elbow hit his head and had to be stretchered off ,107,6623,31597,38220,video
CompanyJ_335,Joker FTW ,10,310,2359,2669,video
CompanyJ_336,Jamal s reaction to a fan running on the court ,47,1051,6821,7872,video
CompanyJ_337,Fox HUSTLE ,11,441,2894,3335,video
CompanyJ_338,Russ went for the win twice ,28,2296,16297,18593,video
CompanyJ_339,32 year old Ryan Saunders son of the late Flip Saunders became the Timberwolves interim head coach after Thibs was fired on Sunday Tonight he won his first game ,161,4672,38038,42710,video
CompanyJ_340,What a game for Wiggins 40 PTS 10 REBS 4 ASTS ,46,416,3307,3723,video
CompanyJ_341,For Flip via Timberwolves ,26,478,3883,4361,video
CompanyJ_342,Fox hit em with the ,20,591,6105,6696,video
CompanyJ_343,Kelly Oubre with the putback dagger ,36,666,4486,5152,video
CompanyJ_344,Manny Pacquiao and Floyd Mayweather meet again via LAClippers ,62,1913,10660,12573,video
CompanyJ_345,You good Klay ,14,703,5082,5785,video
CompanyJ_346,Mudiay knew what he did ,24,424,3951,4375,video
CompanyJ_347,The NFL and NFLPA release statement saying there s no evidence Eric Reid was targeted that his tests were randomly generated ,125,928,4162,5090,link
CompanyJ_348,They re using the Royals stadium to play Mario Kart via TomKCTV5 ,65,3129,18564,21693,video
CompanyJ_349,Klay Thompson last night 43 PTS Shot 18 for 29 Seven 3 s Took ONLY FOUR dribbles ,81,4290,27791,32081,photo
CompanyJ_350,This extreme bike course includes a 780 foot drop from 3 606 feet via redbull Redbullbike ,90,110,643,753,video
CompanyJ_351,This whole play via mpatathletics ,34,1010,6231,7241,video
CompanyJ_352,Catch and shoot at its best ,28,2363,15591,17954,photo
CompanyJ_353,Draymond is making sure young guys don t break the NBA s No 1 sneaker rule If you re out there playing against Harden in his shoe he s got you dominated already Inside the league s hidden sneaker politics ,205,213,1389,1602,photo
CompanyJ_354,Kyler Murray is reportedly leaning toward entering the 2019 NFL Draft Details on this week s sticktofootball ,109,2310,9490,11800,photo
CompanyJ_355,The best pre game routine in the NHL via PKSubban1 ,51,536,4652,5188,video
CompanyJ_356,High five via Instagram billybjork lukas_idcaye grabrahamson ,61,824,4289,5113,video
CompanyJ_357,Nerlens Noel who suffered a concussion in Tuesday night s game has been released from the hospital and placed in NBA s concussion protocol ,139,435,4019,4454,photo
CompanyJ_358,Manchester City s last two games 9 0 7 0 ,41,267,2209,2476,photo
CompanyJ_359,Steph Curry is launching an Underrated Tour to find overlooked high school prospects Curry was a 3 star recruit ranked 256th overall in the 2006 class ,151,2828,13516,16344,photo
CompanyJ_360,Pat McCaw plans to sign a deal with the Raptors per wojespn ,60,338,2773,3111,photo
CompanyJ_361,Where will Jalen Hurts land via br_betting ,43,616,3393,4009,photo
CompanyJ_362,This is just silly from Tatum ,30,2631,13521,16152,video
CompanyJ_363,Bucks vs Rockets tonight Who has the better MVP case ,53,129,1366,1495,photo
CompanyJ_364,This sequence is Ben Simmons game in a nutshell ,48,1379,9756,11135,video
CompanyJ_365,The New York Jets are expected to hire former Dolphins HC Adam Gase as their new head coach per AdamSchefter ,109,219,1040,1259,photo
CompanyJ_366,This Steelers Super Bowl XLIII hero knew they were going to win so he snuck his video camera onto the field at halftime Watch a new SimmsandLefkoe The Show ,156,288,1403,1691,video
CompanyJ_367, WashWizards this kid needs a contract via NBA ,47,856,5419,6275,video
CompanyJ_368,Vince Carter took an elbow to the face and was heated ,54,578,3345,3923,video
CompanyJ_369,You simply cannot score on AD ,30,2093,10777,12870,video
CompanyJ_370,Luka getting fouled on the stepback now Still won t miss it ,60,1374,8305,9679,video
CompanyJ_371,Beard Unguardable via NBA ,26,1569,7875,9444,video
CompanyJ_372,AD is actually a point guard ,29,588,3825,4413,video
CompanyJ_373,Oubre slapped the floor then got scored on by Luka ,51,7751,45467,53218,video
CompanyJ_374,The Beard has been on a tear lately ,36,839,4175,5014,photo
CompanyJ_375,The mascots are on one tonight ,31,326,1799,2125,video
CompanyJ_376,Oakland A s expect Kyler Murray to declare for the NFL Draft per susanslusser ,78,2931,10474,13405,photo
CompanyJ_377,The only way to stop Harden ,28,2287,10782,13069,video
CompanyJ_378,Greek Freak and the Bucks pick up the win 27 PTS 21 REBS 5 ASTS ,64,455,3068,3523,video
CompanyJ_379,Who did it better Harden or Doncic ,35,212,1897,2109,video
CompanyJ_380,Zo on both ends via Lakers ,27,5558,27826,33384,video
CompanyJ_381,Dame switched mid air ,22,1110,5773,6883,video
CompanyJ_382,Harden is never trying to hear Sicko Mode again ,48,2634,9138,11772,video
CompanyJ_383,Relax buddy ,12,242,2708,2950,video
CompanyJ_384,New career high 41 PTS for Kuz Still a full quarter to play via NBA ,68,2682,15566,18248,video
CompanyJ_385,Kuz got all the buckets tonight 4 1 in 3 quarters ,50,1921,8829,10750,video
CompanyJ_386,Kyle Kuzma couldn t be stopped tonight ,39,1641,8108,9749,photo
CompanyJ_387,These fans traveled from Pakistan to see Giannis and all they wanted was photo proof of how huge his hands are via Bucks ,121,3812,34705,38517,video
CompanyJ_388,Blake Griffin recorded zero rebounds against the Lakers on Wednesday It was the first time in his 567 game career ,114,1198,10347,11545,photo
CompanyJ_389,Raheem Sterling wrote a letter to Ethan Ross a young Manchester City fan whose grandmother reached out to Sterling after her grandson suffered racial abuse via brfootball ,171,738,3123,3861,photo
CompanyJ_390,Colin Kaepernick should be on an NFL roster according to 95 of players surveyed ,80,4403,17233,21636,photo
CompanyJ_391,Lakers players shared their most common celebrity look alike can t unsee ,73,6429,27264,33693,video
CompanyJ_392,The Rams have Gurley Goff and McVay but Robert Woods might be the key to their playoff success I m probably the most complete receiver in the NFL ,146,187,1774,1961,photo
CompanyJ_393,Harden on if he saw Giannis passing the ball ahead of time Hell no That s t hurt via jessec1ark ,96,3987,25461,29448,video
CompanyJ_394,NBA All Star Fan Voting Update Wade D Rose among starters LeBron Giannis still leading ,87,760,4220,4980,photo
CompanyJ_395,Have the Cardinals found the next Sean McVay in Kliff Kingsbury ,64,338,3313,3651,video
CompanyJ_396,Boogie will start at center immediately for the Warriors when he returns on Jan 18 ,83,2374,13901,16275,photo
CompanyJ_397,Steelers owner says it would be hard to envision AB being on the team when training camp comes around in July per gerrydulac ,125,760,3772,4532,photo
CompanyJ_398,At least he was honest ,23,958,8133,9091,photo
CompanyJ_399,Kyrie didn t stand a chance ,28,3482,16158,19640,video
CompanyJ_400,3 time Grand Slam winner and British tennis great Andy Murray plans to retire at Wimbledon this year ,101,541,2154,2695,photo
CompanyJ_401,The disrespect Ovechkin threw him right into the bench via Capitals ,68,1069,4964,6033,photo
CompanyJ_402,Smart met Bam AT THE RIM ,25,590,3503,4093,video
CompanyJ_403,Tarik Cohen tried it but then ended up getting mixed by a fan at the gym via z_aiamerza2 nathan_mihulet ,104,1782,8826,10608,video
CompanyJ_404,The Miami Heat bench couldn t believe Tyler Johnson s tongue injury ,68,168,1499,1667,video
CompanyJ_405,D Wade x Terry Rozier jersey swap ,34,891,7426,8317,video
CompanyJ_406,DeMar DeRozan went reverse on OKC ,34,605,3699,4304,video
CompanyJ_407, Basketball grew me Andre Ingram on how basketball changed his life via SouthBayLakers ,87,872,4810,5682,video
CompanyJ_408,Jaylen Brown and Marcus Morris had to get separated during a timeout via ahubbtho IG ,85,4794,22708,27502,video
CompanyJ_409,SWIPA D ,8,678,4687,5365,video
CompanyJ_410,Jokic with a full court one handed DIME ,40,1825,13458,15283,video
CompanyJ_411,JA MORANT WENT VINCE ON EM via MSURacers ,41,2259,7516,9775,video
CompanyJ_412,Spurs hit 14 straight threes against the Thunder ,49,2558,10095,12653,video
CompanyJ_413,Ferguson 3 White answer What a 4Q ,34,438,2897,3335,video
CompanyJ_414,LMA 49 PTS 6 REB 3 BLK RUSS 24 PTS 13 REB 24 AST DOUBLE OT here we come ,72,1541,9785,11326,photo
CompanyJ_415,50 BURGER ,10,305,2084,2389,photo
CompanyJ_416,Did PG warrant a technical here in 2OT ,39,1515,13441,14956,video
CompanyJ_417,WHAT A BLOCK BY WHITE ,22,534,2756,3290,video
CompanyJ_418,Final score Spurs 154 Thunder 147 in double OT SA hit 14 straight 3 s to start the game Four OKC players drop 20 PTS LMA goes for a 50 piece Brodie records 24 PTS and 24 AST Game of the year ,191,3895,16623,20518,photo
CompanyJ_419,LaMarcus Aldridge dropped a career high 56 PTS in 2OT win over the Thunder ,75,951,5487,6438,video
CompanyJ_420,LMA with a career high 56 in the win over the Thunder ,54,964,7422,8386,photo
CompanyJ_421,Spurs shooting from three last night Most consecutive made to start a game 14 in 20 years Highest 3 point percentage by any team with 15 attempts 84 2 ,151,556,4187,4743,photo
CompanyJ_422,3 years ago today Messi became the first player ever to win five Ballons d Or ,78,236,1956,2192,photo
CompanyJ_423,Front row seats to the poster via Frankie_Vision ,49,565,3281,3846,video
CompanyJ_424,Drew Brees is the NFL s all time passing leader but never gets included in the GOAT conversation Is he the most underrated QB in history ,137,5834,22351,28185,video
CompanyJ_425,The Sixers are retiring the late Moses Malone s number 3x MVP 1983 Finals MVP 13x All Star 9th in points 1st in off rebounds 3rd in total rebounds One of the NBA ABA s most underrated icons ,190,2138,13514,15652,photo
CompanyJ_426,In 2001 Randy Moss wore custom Jordan 11s in the Divisional Round of the playoffs brkicks 2 catches 121 yards 2 TD via NFLThrowback ,132,6958,31412,38370,video
CompanyJ_427,Gasol wanted no part of Noah s dap h t JohnMartin929 ,53,346,2635,2981,video
CompanyJ_428,The Saints had one of the worst defenses of all time from 2012 to 2016 Players tell us how New Orleans built a defensive juggernaut to match its explosive offense ,163,264,1469,1733,photo
CompanyJ_429,FSU coach Leonard Hamilton on Zion The most phenomenal talent in the ACC since Michael Jordan via Warchant Michael Jordan college stats 17 7 PPG 5 0 RPG 1 8 APG 1 7 SPG in 30 8 MPG Zion Williamson so far 20 9 PPG 9 5 RPG 2 4 APG 2 2 SPG 1 9 BPG in 26 3 MPG ,257,1101,5333,6434,photo
